CNPJ_Fundo,Data_Referencia,Versao,Numero_Processo,Juizo,Instancia,Data_Instauracao,Valor_Causa,Partes_Processo,Chance_Perda,Principais_Fatos,Analise_Impacto_Perda
01.235.622/0001-61,2016-12-01,2,0190583-12.2015.8.19.0001,47ª Vara Cível da Capital/RJ,1ª Instância,2015-04-22,8627.28,"Fabio de Oliveira Machado, Marta Verônica dos Santos Maria Machado  x OPPORTUNITY FUNDO DE INVESTIMENTO IMOBILIÁRIO e BALASSIANO ENGENHARIA LTDA",POSSÍVEL,"Trata-se de ação de cobrança requerendo a restituição dos valores pagos a título de ""ligações definitivas"", referentes ao empreendimento Stilo Tijuca Residence.",Perda dos valores relacionados
01.235.622/0001-61,2016-12-01,2,0114591-45.2015.8.19.0001,12ª Vara Cível da Capital/RJ,1ª Instância,2015-03-31,8627.28,"João Hugo da Rocha, Raimunda Batalha da Rocha  x OPPORTUNITY FUNDO DE INVESTIMENTO IMOBILIÁRIO e BALASSIANO ENGENHARIA LTDA",POSSÍVEL,"Trata-se de ação de cobrança requerendo a restituição dos valores pagos a título de ""ligações definitivas"", referentes ao empreendimento Stilo Tijuca Residence. ",Perda dos valores relacionados
01.235.622/0001-61,2016-12-01,2,0114662-47.2015.8.19.0001,14ª Vara Cível da Capital/RJ,1ª Instância,2015-03-31,8627.28,Emília Valinho Ferreira  x OPPORTUNITY FUNDO DE INVESTIMENTO IMOBILIÁRIO e BALASSIANO ENGENHARIA LTDA,POSSÍVEL,"Trata-se de ação de cobrança requerendo a restituição dos valores pagos a título de ""ligações definitivas"", referentes ao empreendimento Stilo Tijuca Residence.",Perda dos valores relacionados
01.235.622/0001-61,2016-12-01,2,0151054-83.2015.8.19.0001,27ª Vara Cível da Capital/RJ,1ª Instância,2015-04-09,8627.28,Roberta Pereira Vianna Sarquis  x OPPORTUNITY FUNDO DE INVESTIMENTO IMOBILIÁRIO e BALASSIANO ENGENHARIA LTDA,POSSÍVEL,"Trata-se de ação de cobrança requerendo a restituição dos valores pagos a título de ""ligações definitivas"", referentes ao empreendimento Stilo Tijuca Residence.",Perda dos valores relacionados
01.235.622/0001-61,2016-12-01,2,0151338-91.2015.8.19.0001,7ª Vara Cível da Capital/RJ,1ª Instância,2015-04-09,8627.28,Daniela Henriques Louback  x OPPORTUNITY FUNDO DE INVESTIMENTO IMOBILIÁRIO e BALASSIANO ENGENHARIA LTDA,POSSÍVEL,"Trata-se de ação de cobrança requerendo a restituição dos valores pagos a título de ""ligações definitivas"", referentes ao empreendimento Stilo Tijuca Residence.",Perda dos valores relacionados
01.235.622/0001-61,2016-12-01,2,0157774-66.2015.8.19.0001,12ª Vara Cível da Capital/RJ,1ª Instância,2015-04-10,8627.28,Eloine Ana Trindade Borges  x OPPORTUNITY FUNDO DE INVESTIMENTO IMOBILIÁRIO e BALASSIANO ENGENHARIA LTDA,POSSÍVEL,"Trata-se de ação de cobrança requerendo a restituição dos valores pagos a título de ""ligações definitivas"", referentes ao empreendimento Stilo Tijuca Residence.",Perda dos valores relacionados
01.235.622/0001-61,2016-12-01,2,0195186-31.2015.8.19.0001,4ª Vara Cível da Capital/RJ,1ª Instância,2015-04-27,8627.28,Luciane Dias dos Santos x OPPORTUNITY FUNDO DE INVESTIMENTO IMOBILIÁRIO e BALASSIANO ENGENHARIA LTDA,POSSÍVEL,"Trata-se de ação de cobrança requerendo a restituição dos valores pagos a título de ""ligações definitivas"", referentes ao empreendimento Stilo Tijuca Residence.",Perda dos valores relacionados
01.235.622/0001-61,2016-12-01,2,0253797-74.2015.8.19.0001,2ª Vara Cível da Capital/RJ,1ª Instância,2015-06-12,8627.28,Marcelo Bruno Zampirolo x OPPORTUNITY FUNDO DE INVESTIMENTO IMOBILIÁRIO e BALASSIANO ENGENHARIA LTDA,POSSÍVEL,"Trata-se de ação de cobrança requerendo a restituição dos valores pagos a título de ""ligações definitivas"", referentes ao empreendimento Stilo Tijuca Residence.",Perda dos valores relacionados
01.235.622/0001-61,2016-12-01,2,0285014-38.2015.8.19.0001,1ª Vara Cível da Capital/RJ,1ª Instância,2015-07-08,8627.28,Vanessa Ariadne Sarlas Ribeiro x OPPORTUNITY FUNDO DE INVESTIMENTO IMOBILIÁRIO e BALASSIANO ENGENHARIA LTDA,POSSÍVEL,"Trata-se de ação de cobrança requerendo a restituição dos valores pagos a título de ""ligações definitivas"", referentes ao empreendimento Stilo Tijuca Residence.",Perda dos valores relacionados
01.235.622/0001-61,2016-12-01,2,0266555-85.2015.8.19.0001,33ª Vara Cível da Capital/RJ,1ª Instância,2015-06-24,8627.28,"Denise de Carvalho Kaufmann, Carlos Eduardo Pereira Gonçalves x OPPORTUNITY FUNDO DE INVESTIMENTO IMOBILIÁRIO e BALASSIANO ENGENHARIA LTDA",POSSÍVEL,"Trata-se de ação de cobrança requerendo a restituição dos valores pagos a título de ""ligações definitivas"", referentes ao empreendimento Stilo Tijuca Residence.",Perda dos valores relacionados
01.235.622/0001-61,2016-12-01,2,0281180-27.2015.8.19.0001,21ª Vara Cível da Capital/RJ,1ª Instância,2015-04-28,8627.28,Jonivaldo Santos Souza x OPPORTUNITY FUNDO DE INVESTIMENTO IMOBILIÁRIO e BALASSIANO ENGENHARIA LTDA,POSSÍVEL,"Trata-se de ação de cobrança requerendo a restituição dos valores pagos a título de ""ligações definitivas"", referentes ao empreendimento Stilo Tijuca Residence.",Perda dos valores relacionados
01.235.622/0001-61,2016-12-01,2,0294808-83.2015.8.19.0001,8ª Vara Cível da Capital/RJ,1ª Instância,2015-07-15,8627.28,"Eduardo da Rocha Francellino, Luciana Maria de Arruda Francellino x OPPORTUNITY FUNDO DE INVESTIMENTO IMOBILIÁRIO e BALASSIANO ENGENHARIA LTDA",POSSÍVEL,"Trata-se de ação de cobrança requerendo a restituição dos valores pagos a título de ""ligações definitivas"", referentes ao empreendimento Stilo Tijuca Residence.",Perda dos valores relacionados
01.235.622/0001-61,2016-12-01,2,0242893-92.2015.8.19.0001,3ª Vara Cível da Capital/RJ,1ª Instância,2015-06-03,8627.28,Regina da Costa Pereira  x OPPORTUNITY FUNDO DE INVESTIMENTO IMOBILIÁRIO e BALASSIANO ENGENHARIA LTDA,POSSÍVEL,"Trata-se de ação de cobrança requerendo a restituição dos valores pagos a título de ""ligações definitivas"", referentes ao empreendimento Stilo Tijuca Residence. ",Perda dos valores relacionados
01.235.622/0001-61,2016-12-01,2,0282082-77.2015.8.19.0001,33ª Vara Cível da Capital/RJ,1ª Instância,2015-07-06,8627.28,Thiago Luiz Salles Monteiro  x OPPORTUNITY FUNDO DE INVESTIMENTO IMOBILIÁRIO e BALASSIANO ENGENHARIA LTDA,POSSÍVEL,"Trata-se de ação de cobrança requerendo a restituição dos valores pagos a título de ""ligações definitivas"", referentes ao empreendimento Stilo Tijuca Residence.",Perda dos valores relacionados
01.235.622/0001-61,2016-12-01,2,0196792-94.2015.8.19.0001,41ª Vara Cível da Capital/RJ,1ª Instância,2015-04-28,8627.28,Adriano Fernandes de Pinho Vinagre x OPPORTUNITY FUNDO DE INVESTIMENTO IMOBILIÁRIO e BALASSIANO ENGENHARIA LTDA,POSSÍVEL,"Trata-se de ação de cobrança requerendo a restituição dos valores pagos a título de ""ligações definitivas"", referentes ao empreendimento Stilo Tijuca Residence.",Perda dos valores relacionados
01.235.622/0001-61,2016-12-01,2,0353118-82.2015.8.19.0001,4ª Vara Cível da Capital/RJ,1ª Instância,2015-08-18,8627.28,Leonardo Salgado de Brito Batista x OPPORTUNITY FUNDO DE INVESTIMENTO IMOBILIÁRIO e BALASSIANO ENGENHARIA LTDA,POSSÍVEL,"Trata-se de ação de cobrança requerendo a restituição dos valores pagos a título de ""ligações definitivas"", referentes ao empreendimento Stilo Tijuca Residence.",Perda dos valores relacionados
01.235.622/0001-61,2016-12-01,2,0343820-66.2015.8.19.0001,29ª Vara Cível da Capital/RJ,1ª Instância,2015-08-11,8627.28,Rafael Gonçalves Kenupp Pereira x OPPORTUNITY FUNDO DE INVESTIMENTO IMOBILIÁRIO e BALASSIANO ENGENHARIA LTDA,POSSÍVEL,"Trata-se de ação de cobrança requerendo a restituição dos valores pagos a título de ""ligações definitivas"", referentes ao empreendimento Stilo Tijuca Residence. ",Perda dos valores relacionados
01.235.622/0001-61,2016-12-01,2,0250968-23.2015.8.19.0001,20ª Vara Cível da Capital/RJ,1ª Instância,2015-06-11,13203.72,"Fatima Aparecida Pires Miguel x OPPORTUNITY FUNDO DE INVESTIMENTO IMOBILIÁRIO, BALASSIANO ENGENHARIA LTDA e DATAMANAGE SISTEMAS IMOBILIÁRIOS LTDA",POSSÍVEL,"Trata-se de ação de cobrança requerendo a devolução, em dobro (R$ 13.203,72) e indenização por danos morais, referente à suposta diferença de metragem do imóvel do empreendimento Stilo Tijuca Residence. ",Perda dos valores relacionados
01.235.622/0001-61,2016-12-01,2,0285901-22.2015.8.19.0001,32ª Vara Cível da Capital/RJ,1ª Instância,2015-07-09,16802.0,"Davi Ferreira de Souza, Renata de Almeida Pacheco x OPPORTUNITY FUNDO DE INVESTIMENTO IMOBILIÁRIO, BALASSIANO ENGENHARIA LTDA e DATAMANAGE SISTEMAS IMOBILIÁRIOS LTDA",POSSÍVEL,"Trata-se de ação de cobrança requerendo a devolução, em dobro (R$ 16.802,00) e indenização por danos morais, referente à suposta diferença de metragem do imóvel do empreendimento Stilo Tijuca Residence.",Perda dos valores relacionados
01.235.622/0001-61,2016-12-01,2,0288469-11.2015.8.19.0001,31ª Vara Cível da Capital/RJ,1ª Instância,2015-07-10,17852.14,"Luciane Dias dos Santos x OPPORTUNITY FUNDO DE INVESTIMENTO IMOBILIÁRIO, BALASSIANO ENGENHARIA LTDA e DATAMANAGE SISTEMAS IMOBILIÁRIOS LTDA",POSSÍVEL,"Trata-se de ação de cobrança requerendo a devolução, em dobro (R$ 17.852,14) e indenização por danos morais, referente à suposta diferença de metragem do imóvel do empreendimento Stilo Tijuca Residence.",Perda dos valores relacionados
01.235.622/0001-61,2016-12-01,2,0367399-43.2015.8.19.0001,46ª Vara Cível da Capital/RJ,1ª Instância,2015-08-31,13043.91,"Raphael Constant da Costa, Maíra Andrade Rodrigues  x OPPORTUNITY FUNDO DE INVESTIMENTO IMOBILIÁRIO, BALASSIANO ENGENHARIA LTDA e DATAMANAGE SISTEMAS IMOBILIÁRIOS LTDA",POSSÍVEL,"Trata-se de ação de cobrança requerendo a devolução, em dobro (R$13.043,91) e indenização por danos morais, referente à suposta diferença de metragem do imóvel do empreendimento Stilo Tijuca Residence.",Perda dos valores relacionados
01.235.622/0001-61,2016-12-01,2,0352136-68.2015.8.19.0001,7ª Vara Cível da Capital/RJ,1ª Instância,2015-08-18,13981.52,"Felipe Ferreira Marzullo x OPPORTUNITY FUNDO DE INVESTIMENTO IMOBILIÁRIO, BALASSIANO ENGENHARIA LTDA e DATAMANAGE SISTEMAS IMOBILIÁRIOS LTDA",POSSÍVEL,"Trata-se de ação de cobrança requerendo a devolução, em dobro (R$ 13.981,52) e indenização por danos morais, referente à suposta diferença de metragem do imóvel do empreendimento Stilo Tijuca Residence.",Perda dos valores relacionados
01.235.622/0001-61,2016-12-01,2,0301663-78.2015.8.19.0001,8ª Vara Cível da Capital/RJ,1ª Instância,2015-07-21,13851.56,"Eduardo da Rocha Francellino, Luciana Maria de Arruda Francellino x OPPORTUNITY FUNDO DE INVESTIMENTO IMOBILIÁRIO e BALASSIANO ENGENHARIA LTDA",POSSÍVEL,"Trata-se de ação de cobrança requerendo a devolução, em dobro (R$ 13.851,56) e indenização por danos morais, referente à suposta diferença de metragem do imóvel do empreendimento Stilo Tijuca Residence.",Perda dos valores relacionados
01.235.622/0001-61,2016-12-01,2,0334684-45.2015.8.19.0001,37ª Vara Cível da Capital/RJ,1ª Instância,2015-08-07,18062.34,"Mauro Yuji Hayashi, Suzana Hisako Deguchi Hayashi x OPPORTUNITY FUNDO DE INVESTIMENTO IMOBILIÁRIO e BALASSIANO ENGENHARIA LTDA",POSSÍVEL,"Trata-se de ação de cobrança requerendo a devolução, em dobro (R$ 18.062,34) e indenização por danos morais, referente à suposta diferença de metragem do imóvel do empreendimento Stilo Tijuca Residence.",Perda dos valores relacionados
01.235.622/0001-61,2016-12-01,2,0296670-89.2015.8.19.0001,23ª Vara Cível da Capital/RJ,1ª Instância,2015-07-17,13851.56,"Eloine Ana Trindade Borges, Julio Pereira Borges x OPPORTUNITY FUNDO DE INVESTIMENTO IMOBILIÁRIO, BALASSIANO ENGENHARIA LTDA e DATAMANAGE SISTEMAS IMOBILIÁRIOS LTDA",POSSÍVEL,"Trata-se de ação de cobrança requerendo a devolução, em dobro (R$ 13.851,56) e indenização por danos morais, referente à suposta diferença de metragem do imóvel do empreendimento Stilo Tijuca Residence.",Perda dos valores relacionados
01.235.622/0001-61,2016-12-01,2,0275400-09.2015.8.19.0001,25ª Vara Cível da Capital/RJ,1ª Instância,2015-07-01,17899.03,"Solange de Mello Mattos  x OPPORTUNITY FUNDO DE INVESTIMENTO IMOBILIÁRIO, BALASSIANO ENGENHARIA LTDA e DATAMANAGE SISTEMAS IMOBILIÁRIOS LTDA",POSSÍVEL,"Trata-se de ação de cobrança requerendo a devolução, em dobro (R$ 17.899,03) e indenização por danos morais, referente à suposta diferença de metragem do imóvel do empreendimento Stilo Tijuca Residence.",Perda dos valores relacionados
01.235.622/0001-61,2016-12-01,2,0032513-57.2016.8.19.0001,45ª Vara Cível da Capital/RJ,1ª Instância,2016-02-01,14436.38,"Regina da Costa Pereira  x OPPORTUNITY FUNDO DE INVESTIMENTO IMOBILIÁRIO, BALASSIANO ENGENHARIA LTDA e DATAMANAGE SISTEMAS IMOBILIÁRIOS LTDA",POSSÍVEL,"Trata-se de ação de cobrança requerendo a devolução, em dobro (R$ 14.436,38) e indenização por danos morais, referente à suposta diferença de metragem do imóvel do empreendimento Stilo Tijuca Residence.",Perda dos valores relacionados
01.235.622/0001-61,2016-12-01,2,0402342-86.2015.8.19.0001,33ª Vara Cível da Capital/RJ,1ª Instância,2015-09-29,13981.52,"Denise de Carvalho Kaufmann, Carlos Eduardo Pereira Gonçalves x OPPORTUNITY FUNDO DE INVESTIMENTO IMOBILIÁRIO, BALASSIANO ENGENHARIA LTDA e DATAMANAGE SISTEMAS IMOBILIÁRIOS LTDA",POSSÍVEL,"Trata-se de ação de cobrança requerendo a devolução, em dobro (R$ 13.981,52) e indenização por danos morais, referente à suposta diferença de metragem do imóvel do empreendimento Stilo Tijuca Residence.",Perda dos valores relacionados
01.235.622/0001-61,2016-12-01,2,0358872-05.2015.8.19.0001,33ª Vara Cível da Capital/RJ,1ª Instância,2015-08-24,13981.52,"Thiago Luiz Salles Monteiro  x OPPORTUNITY FUNDO DE INVESTIMENTO IMOBILIÁRIO, BALASSIANO ENGENHARIA LTDA e DATAMANAGE SISTEMAS IMOBILIÁRIOS LTDA",POSSÍVEL,"Trata-se de ação de cobrança requerendo a devolução, em dobro (R$ 13.981,52) e indenização por danos morais, referente à suposta diferença de metragem do imóvel do empreendimento Stilo Tijuca Residence.",Perda dos valores relacionados
01.235.622/0001-61,2016-12-01,2,0292247-86.2015.8.19.0001,9ª Vara Cível da Capital/RJ,1ª Instância,2015-07-14,13981.52,"Fabio de Oliveira Machado, Marta Verônica dos Santos Maria Machado  x OPPORTUNITY FUNDO DE INVESTIMENTO IMOBILIÁRIO, BALASSIANO ENGENHARIA LTDA e DATAMANAGE SISTEMAS IMOBILIÁRIOS LTDA",POSSÍVEL,"Trata-se de ação de cobrança requerendo a devolução, em dobro (R$ 13.981,52) e indenização por danos morais, referente à suposta diferença de metragem do imóvel do empreendimento Stilo Tijuca Residence.",Perda dos valores relacionados
01.235.622/0001-61,2016-12-01,2,0296665-67.2015.8.19.0001,14ª Vara Cível da Capital/RJ,1ª Instância,2015-07-17,13981.52,"Adriano Fernandes de Pinho Vinagre x OPPORTUNITY FUNDO DE INVESTIMENTO IMOBILIÁRIO, BALASSIANO ENGENHARIA LTDA e DATAMANAGE SISTEMAS IMOBILIÁRIOS LTDA",POSSÍVEL,"Trata-se de ação de cobrança requerendo a devolução, em dobro (R$ 13.981,52) e indenização por danos morais, referente à suposta diferença de metragem do imóvel do empreendimento Stilo Tijuca Residence.",Perda dos valores relacionados
01.235.622/0001-61,2016-12-01,2,0367466-08.2015.8.19.0001,18ª Vara Cível da Capital/RJ,1ª Instância,2015-08-31,13981.52,"Wesley William Vitor de Souza, Viviane Vieira de Miranda x OPPORTUNITY FUNDO DE INVESTIMENTO IMOBILIÁRIO, BALASSIANO ENGENHARIA LTDA e DATAMANAGE SISTEMAS IMOBILIÁRIOS LTDA",POSSÍVEL,"Trata-se de ação de cobrança requerendo a devolução, em dobro (R$ 13.981,52) e indenização por danos morais, referente à suposta diferença de metragem do imóvel do empreendimento Stilo Tijuca Residence.",Perda dos valores relacionados
01.235.622/0001-61,2016-12-01,2,0093743-37.2015.8.19.0001,14ª Vara Cível da Capital/RJ,1ª Instância,2015-03-25,60000.0,Elaine Lima de Miranda   x OPPORTUNITY FUNDO DE INVESTIMENTO IMOBILIÁRIO e BALASSIANO ENGENHARIA LTDA,POSSÍVEL,"Trata-se de ação de cobrança requerendo a restituição das cotas condominiais desde dezembro de 2013 até março de 2015, bem como lucros cessantes e danos morais, referente ao empreendimento Stilo Tijuca Residence.",Perda dos valores relacionados
01.235.622/0001-61,2016-12-01,2,0362000-33.2015.8.19.0001,44ª Vara Cível da Capital/RJ,1ª Instância,2015-08-26,1000.0,Concomínio do Edifício Residencial Stilo x OPPORTUNITY FUNDO DE INVESTIMENTO IMOBILIÁRIO e BALASSIANO ENGENHARIA LTDA,POSSÍVEL,"Trata-se de ação de obrigação de fazer na qual o autor requer que as rés sejam compelidas a realizar reparos no Condomínio, ou alternativamente, indenizar os custos com mão-de-obra e materiais.",Perda dos valores relacionados
01.235.622/0001-61,2016-12-01,2,2014.01.1.068519-8,1ª Vara Cível de Brasília,1ª Instância,2014-05-08,225316.06,MARIA DE JESUS NUNES MORAIS e  CAROLINE NUNES MORAIS  x BANCO OPPORTUNITY S.A. e  JFE 2 EMPREENDIMENTOS IMOBILIARIOS LTDA,POSSÍVEL,Autorizar que as agravadas possam vender a unidade para terceiros autorizar que as agravantes suspendam o pagamento das parcelas vincendas.,Perda dos valores relacionados
01.235.622/0001-61,2016-12-01,2,2014.01.1.123857-0,22ª Vara  Cível de Brasília,1ª Instância,2014-08-14,114289.53,DANIEL GUERRA FERREIRA  x BANCO OPPORTUNITY S.A. e  JEF 2 EMPREENDIMETNOS IMOBILIARIOS LTDA e  HPLUS ADMINISTRACAO E HOTELARIA LTDA-ME,POSSÍVEL,"Recisão Contratual, Devolução dos Valores Pagos, Lucros Cessantes e Arras em Dobro.",Perda dos valores relacionados
